"Owner","Certificate Issuer Organization","Certificate Issuer Organizational Unit","Common Name or Certificate Name","Certificate Serial Number","SHA-256 Fingerprint","Certificate ID","Valid From [GMT]","Valid To [GMT]","Public Key Algorithm","Signature Hash Algorithm","Trust Bits","EV Policy OID(s)","Approval Bug","NSS Release When First Included","Firefox Release When First Included","Test Website - Valid","Mozilla Applied Constraints","Company Website","Geographic Focus","Certificate Policy (CP)","Certification Practice Statement (CPS)","Standard Audit","BR Audit","EV Audit","Auditor","Standard Audit Type","Standard Audit Statement Dt"
"Comodo","COMODO CA Limited","","COMODO Certification Authority","4e812d8a8265e00b02ee3e350246e53d","0C:2C:D6:3D:F7:80:6F:A3:99:ED:E8:09:11:6B:57:5B:F8:79:89:F0:65:18:F9:80:8C:86:05:03:17:8B:AF:66","54:BA:EA:D2:D5:2D:6D:8A:D6:B2:A2:F4:A0:37:C8:F3:83:C9:1C:49:30:D6:B2:AE:7F:8A:CC:38:1E:E1:DA:18","2006 Dec 01","2029 Dec 31","RSA 2048 bits","sha1WithRSAEncryption","Websites;Email","1.3.6.1.4.1.6449.1.2.1.5.1","https://bugzilla.mozilla.org/show_bug.cgi?id=401587","NSS 3.11.10","Firefox 3.0.2","https://comodocertificationauthority-ev.comodoca.com/","","http://www.comodo.com/","USA, UK, Global","https://www.comodo.com/about/comodo-agreements.php","https://www.comodo.com/about/comodo-agreements.php","https://cert.webtrust.org/SealFile?seal=2270&file=pdf","https://cert.webtrust.org/SealFile?seal=2274&file=pdf","https://cert.webtrust.org/SealFile?seal=2272&file=pdf","Ernst & Young, LLP","WebTrust","2017.06.02"
"Comodo","COMODO CA Limited","","COMODO ECC Certification Authority","1f47afaa62007050544c019e9b63992a","17:93:92:7A:06:14:54:97:89:AD:CE:2F:8F:34:F7:F0:B6:6D:0F:3A:E3:A3:B8:4D:21:EC:15:DB:BA:4F:AD:C7","96:01:8C:01:27:6E:7A:B9:23:6A:64:09:17:5A:7F:B8:94:B3:97:58:0F:0E:86:23:5D:79:58:18:BF:EC:6C:88","2008 Mar 06","2038 Jan 18","EC secp384r1","ecdsaWithSHA384","Websites;Email","1.3.6.1.4.1.6449.1.2.1.5.1","https://bugzilla.mozilla.org/show_bug.cgi?id=421946","NSS 3.12.1","Firefox 3.0.2","https://comodoecccertificationauthority-ev.comodoca.com/","","http://www.comodo.com/","USA, UK, Global","https://www.comodo.com/about/comodo-agreements.php","https://www.comodo.com/about/comodo-agreements.php","https://cert.webtrust.org/SealFile?seal=2270&file=pdf","https://cert.webtrust.org/SealFile?seal=2274&file=pdf","https://cert.webtrust.org/SealFile?seal=2272&file=pdf","Ernst & Young, LLP","WebTrust","2017.06.02"
"Comodo","COMODO CA Limited","","COMODO RSA Certification Authority","4caaf9cadb636fe01ff74ed85b03869d","52:F0:E1:C4:E5:8E:C6:29:29:1B:60:31:7F:07:46:71:B8:5D:7E:A8:0D:5B:07:27:34:63:53:4B:32:B4:02:34","27:F1:00:2A:44:7C:5B:A0:3C:4E:B9:05:3F:D5:14:E8:EB:88:E5:87:34:15:AB:C4:D6:6D:F0:60:63:4D:FD:57","2010 Jan 19","2038 Jan 18","RSA 4096 bits","sha384WithRSAEncryption","Websites;Email","1.3.6.1.4.1.6449.1.2.1.5.1","https://bugzilla.mozilla.org/show_bug.cgi?id=606947","NSS 3.17.3","Firefox 36","https://comodorsacertificationauthority-ev.comodoca.com/","None","http://www.comodo.com/","USA, UK, Global","https://www.comodo.com/about/comodo-agreements.php","https://www.comodo.com/about/comodo-agreements.php","https://cert.webtrust.org/SealFile?seal=2270&file=pdf","https://cert.webtrust.org/SealFile?seal=2274&file=pdf","https://cert.webtrust.org/SealFile?seal=2272&file=pdf","Ernst & Young, LLP","WebTrust","2017.06.02"
"Comodo","The USERTRUST Network","","USERTrust ECC Certification Authority","5c8b99c55a94c5d27156decd8980cc26","4F:F4:60:D5:4B:9C:86:DA:BF:BC:FC:57:12:E0:40:0D:2B:ED:3F:BC:4D:4F:BD:AA:86:E0:6A:DC:D2:A9:AD:7A","BD:46:73:B8:1A:34:DD:AF:33:BD:8B:31:AE:CB:BC:59:F0:8E:3D:23:8B:07:38:F4:F4:F2:46:8D:81:AA:DD:D8","2010 Feb 01","2038 Jan 18","EC secp384r1","ecdsaWithSHA384","Websites;Email","1.3.6.1.4.1.6449.1.2.1.5.1","https://bugzilla.mozilla.org/show_bug.cgi?id=606947","NSS 3.17.3","Firefox 36","https://usertrustecccertificationauthority-ev.comodoca.com/","None","http://www.comodo.com/","USA, UK, Global","https://www.comodo.com/about/comodo-agreements.php","https://www.comodo.com/about/comodo-agreements.php","https://cert.webtrust.org/SealFile?seal=2270&file=pdf","https://cert.webtrust.org/SealFile?seal=2274&file=pdf","https://cert.webtrust.org/SealFile?seal=2272&file=pdf","Ernst & Young, LLP","WebTrust","2017.06.02"
"Comodo","The USERTRUST Network","","USERTrust RSA Certification Authority","01fd6d30fca3ca51a81bbc640e35032d","E7:93:C9:B0:2F:D8:AA:13:E2:1C:31:22:8A:CC:B0:81:19:64:3B:74:9C:89:89:64:B1:74:6D:46:C3:D4:CB:D2","B4:2A:39:42:14:C8:1E:41:F0:B3:81:02:B0:15:11:D9:FC:AA:AA:B1:FB:32:67:8C:49:44:CE:8E:31:83:7D:B6","2010 Feb 01","2038 Jan 18","RSA 4096 bits","sha384WithRSAEncryption","Websites;Email","1.3.6.1.4.1.6449.1.2.1.5.1","https://bugzilla.mozilla.org/show_bug.cgi?id=606947","NSS 3.17.3","Firefox 36","https://usertrustrsacertificationauthority-ev.comodoca.com/","None","http://www.comodo.com/","USA, UK, Global","https://www.comodo.com/about/comodo-agreements.php","https://www.comodo.com/about/comodo-agreements.php","https://cert.webtrust.org/SealFile?seal=2270&file=pdf","https://cert.webtrust.org/SealFile?seal=2274&file=pdf","https://cert.webtrust.org/SealFile?seal=2272&file=pdf","Ernst & Young, LLP","WebTrust","2017.06.02"
"Comodo","The USERTRUST Network","http://www.usertrust.com","UTN-USERFirst-Client Authentication and Email","44be0c8b500024b411d336252567c989","43:F2:57:41:2D:44:0D:62:74:76:97:4F:87:7D:A8:F1:FC:24:44:56:5A:36:7A:E6:0E:DD:C2:7A:41:25:31:AE","A9:01:D1:43:54:1A:F1:13:81:2B:51:4D:45:7C:25:56:D8:3E:3A:17:CF:AD:3D:4D:A6:1F:32:09:CD:62:C2:5B","1999 Jul 09","2019 Jul 09","RSA 2048 bits","sha1WithRSAEncryption","Email","Not EV","https://bugzilla.mozilla.org/show_bug.cgi?id=242610","NSS 3.9.6","Firefox 1","","","http://www.comodo.com/","USA, UK, Global","https://www.comodo.com/about/comodo-agreements.php","https://www.comodo.com/about/comodo-agreements.php","https://cert.webtrust.org/SealFile?seal=2270&file=pdf","","","Ernst & Young, LLP","WebTrust","2017.06.02"
"ComSign","ComSign","","ComSign CA","1413968314558cea7b63e5fc34877744","AE:44:57:B4:0D:9E:DA:96:67:7B:0D:3C:92:D5:7B:51:77:AB:D7:AC:10:37:95:83:56:D1:E0:94:51:8B:E5:F2","9C:20:48:07:00:BC:03:86:30:0B:15:95:13:95:C0:4D:D6:47:09:F5:4E:DA:5C:D0:48:8F:A2:CF:2A:F8:CD:AE","2004 Mar 24","2029 Mar 19","RSA 2048 bits","sha1WithRSAEncryption","Email","Not EV","https://bugzilla.mozilla.org/show_bug.cgi?id=420705","NSS 3.12.4","Firefox 3.5","","","http://www.comsign.co.il/eng/default.asp","Israel","https://www.comsign.co.uk/?page_id=1282","http://www.comsign.co.uk/wp-content/uploads/Comsign%20CPS-EN-v%20311.pdf","https://bug1368471.bmoattachments.org/attachment.cgi?id=8872330","","","Sharony - Shefler & Co. CPA","WebTrust","2017.04.26"
"Consorci Administració Oberta de Catalunya (Consorci AOC, CATCert)","Agencia Catalana de Certificacio (NIF Q-0801176-I)","Serveis Publics de Certificacio","EC-ACC","ee2b3debd421de14a862ac04f3ddc401","88:49:7F:01:60:2F:31:54:24:6A:E2:8C:4D:5A:EF:10:F1:D8:7E:BB:76:62:6F:4A:E0:B7:F9:5B:A7:96:87:99","DB:AE:E5:01:81:61:20:5A:34:C2:8F:94:82:A9:C1:D9:77:5D:83:D1:61:CD:E8:03:E3:AB:36:84:D8:FE:1F:1C","2003 Jan 07","2031 Jan 07","RSA 2048 bits","sha1WithRSAEncryption","Websites","Not EV","https://bugzilla.mozilla.org/show_bug.cgi?id=295474","NSS 3.13.2","Firefox 11","https://testcdsq.aoc.cat","","http://www.aoc.cat/Inici/SERVEIS/Signatura-electronica-i-seguretat/CATCert","Catalunya in Spain","https://www.aoc.cat/wp-content/uploads/2016/02/D1111-E0650-N-PGdC-v4r2-CAT.pdf?x75273","https://www.aoc.cat/wp-content/uploads/2016/02/D1111-E0650-N-PGdC-v4r2-CAT.pdf?x75273","https://bug1385119.bmoattachments.org/attachment.cgi?id=8941345","https://bug1385119.bmoattachments.org/attachment.cgi?id=8941345","","AENOR INTERNACIONAL, S.A. (Unipersonal)","ETSI EN 319 411","2017.06.26"
"Cybertrust Japan / JCSI","Japan Certification Services, Inc.","","SecureSign RootCA11","01","BF:0F:EE:FB:9E:3A:58:1A:D5:F9:E9:DB:75:89:98:57:43:D2:61:08:5C:4D:31:4F:6F:5D:72:59:AA:42:16:12","62:98:44:ED:8C:5D:B0:F7:21:56:1F:A3:ED:72:F1:78:0D:3C:37:FF:E2:F8:20:7C:B5:B3:48:3A:2E:D6:F2:17","2009 Apr 08","2029 Apr 08","RSA 2048 bits","sha1WithRSAEncryption","Websites","Not EV","https://bugzilla.mozilla.org/show_bug.cgi?id=496863","NSS 3.12.6","Firefox 3.6.2","","","https://www.cybertrust.ne.jp/","Japan","https://www.cybertrust.ne.jp/jcsi/CPS_JCSIRoot_Ver1.1_EN.pdf","https://www.cybertrust.ne.jp/jcsi/CPS_JCSIRoot_Ver1.1_EN.pdf","https://cert.webtrust.org/SealFile?seal=2251&file=pdf","https://bug1369520.bmoattachments.org/attachment.cgi?id=8873589","","KPMG","WebTrust","2017.05.10"
"D-TRUST","D-Trust GmbH","","D-TRUST Root CA 3 2013","0fddac","A1:A8:6D:04:12:1E:B8:7F:02:7C:66:F5:33:03:C2:8E:57:39:F9:43:FC:84:B3:8A:D6:AF:00:90:35:DD:94:57","41:6F:84:13:81:AD:18:2E:D1:AA:90:A3:C1:0B:D1:B0:E2:F9:27:6B:8D:9A:F8:02:1B:00:64:59:C7:0A:8E:F1","2013 Sep 20","2028 Sep 20","RSA 2048 bits","sha256WithRSAEncryption","Email","Not EV","https://bugzilla.mozilla.org/show_bug.cgi?id=1166723","NSS 3.30.2","Firefox 54","","None","https://www.bundesdruckerei.de/de/167-d-trust-ssl-zertifikate","Germany, Europe, Global","http://www.d-trust.net/internet/files/D-TRUST_CP-EN.pdf","http://www.d-trust.net/internet/files/D-TRUST_Root_PKI_CPS-EN.pdf","https://www.tuvit.de/fileadmin/Content/TUV_IT/zertifikate/de/AA2017120703_Browser_Auidt_Attestation_s.pdf","https://www.tuvit.de/fileadmin/Content/TUV_IT/zertifikate/de/AA2017120703_Browser_Auidt_Attestation_s.pdf","","TÜViT - TÜV Informationstechnik GmbH","ETSI EN 319 411","2017.12.07"
"D-TRUST","D-Trust GmbH","","D-TRUST Root Class 3 CA 2 2009","0983f3","49:E7:A4:42:AC:F0:EA:62:87:05:00:54:B5:25:64:B6:50:E4:F4:9E:42:E3:48:D6:AA:38:E0:39:E9:57:B1:C1","1B:7B:9A:04:A9:86:06:AE:E8:7D:59:21:00:3A:18:91:1B:63:D3:04:B0:2B:09:09:BB:C3:F1:D5:06:1D:5B:D0","2009 Nov 05","2029 Nov 05","RSA 2048 bits","sha256WithRSAEncryption","Websites","Not EV","https://bugzilla.mozilla.org/show_bug.cgi?id=467891","NSS 3.15","Firefox 23","https://certdemo-ov-valid.ssl.d-trust.net/","","https://www.bundesdruckerei.de/de/167-d-trust-ssl-zertifikate","Germany, Europe, Global","http://www.d-trust.net/internet/files/D-TRUST_CP-EN.pdf","http://www.d-trust.net/internet/files/D-TRUST_Root_PKI_CPS-EN.pdf","https://www.tuvit.de/fileadmin/Content/TUV_IT/zertifikate/de/AA2017120702_Browser_Audit_Attestation_s.pdf","https://www.tuvit.de/fileadmin/Content/TUV_IT/zertifikate/de/AA2017120702_Browser_Audit_Attestation_s.pdf","","TÜViT - TÜV Informationstechnik GmbH","ETSI EN 319 411","2017.12.07"
"D-TRUST","D-Trust GmbH","","D-TRUST Root Class 3 CA 2 EV 2009","0983f4","EE:C5:49:6B:98:8C:E9:86:25:B9:34:09:2E:EC:29:08:BE:D0:B0:F3:16:C2:D4:73:0C:84:EA:F1:F3:D3:48:81","46:E3:1E:20:F6:A4:11:B7:60:56:A1:8A:47:52:A1:AB:2F:C1:34:D4:8E:98:F4:88:ED:47:5F:40:D2:ED:94:74","2009 Nov 05","2029 Nov 05","RSA 2048 bits","sha256WithRSAEncryption","Websites","1.3.6.1.4.1.4788.2.202.1","https://bugzilla.mozilla.org/show_bug.cgi?id=467891","NSS 3.15","Firefox 23","https://certdemo-ev-valid.ssl.d-trust.net/","","https://www.bundesdruckerei.de/de/167-d-trust-ssl-zertifikate","Germany, Europe, Global","http://www.d-trust.net/internet/files/D-TRUST_CP-EN.pdf","http://www.d-trust.net/internet/files/D-TRUST_Root_PKI_CPS-EN.pdf","https://www.tuvit.de/fileadmin/Content/TUV_IT/zertifikate/de/AA2017120701_Browser_Audit_Atestation_s.pdf","https://www.tuvit.de/fileadmin/Content/TUV_IT/zertifikate/de/AA2017120701_Browser_Audit_Atestation_s.pdf","https://www.tuvit.de/fileadmin/Content/TUV_IT/zertifikate/de/AA2017120701_Browser_Audit_Atestation_s.pdf","TÜViT - TÜV Informationstechnik GmbH","ETSI EN 319 411","2017.12.07"
"Deutscher Sparkassen Verlag GmbH (S-TRUST, DSV-Gruppe)","Deutscher Sparkassen Verlag GmbH","S-TRUST Certification Services","S-TRUST Universal Root CA","6056c54b23405b64d4ed25dad9d61e1e","D8:0F:EF:91:0A:E3:F1:04:72:3B:04:5C:EC:2D:01:9F:44:1C:E6:21:3A:DF:15:67:91:E7:0C:17:90:11:0A:31","B3:2F:B9:09:B4:86:95:D3:64:04:61:56:14:E0:49:F8:9C:9E:1F:4C:9E:87:45:9A:3B:F6:B0:7E:9C:75:78:21","2013 Oct 22","2038 Oct 21","RSA 2048 bits","sha256WithRSAEncryption","Email","Not EV","https://bugzilla.mozilla.org/show_bug.cgi?id=1011182","NSS 3.18","Firefox 38","","None -- only email trust bit enabled.","https://www.s-trust.de/","Germany","http://www.s-trust.de/stn-cps/stn_cps.pdf","http://www.s-trust.de/stn-cps/stn_cps.pdf","https://www.tuvit.de/fileadmin/Content/TUV_IT/zertifikate/en/6778UE_s.pdf","https://www.tuvit.de/fileadmin/Content/TUV_IT/zertifikate/en/6778UE_s.pdf","","TÜViT - TÜV Informationstechnik GmbH","ETSI TS 102 042","2017.05.31"
"Deutscher Sparkassen Verlag GmbH (S-TRUST, DSV-Gruppe)","TC TrustCenter GmbH","TC TrustCenter Class 3 CA","TC TrustCenter Class 3 CA II","4a4700010002e5a05dd63f0051bf","8D:A0:84:FC:F9:9C:E0:77:22:F8:9B:32:05:93:98:06:FA:5C:B8:11:E1:C8:13:F6:A1:08:C7:D3:36:B3:40:8E","97:FA:E9:F7:E6:0C:85:67:0D:B2:12:1E:68:2E:B8:74:F5:6D:70:B7:20:DB:8F:07:0B:5D:0A:C5:71:F0:8D:62","2006 Jan 12","2025 Dec 31","RSA 2048 bits","sha1WithRSAEncryption","Email","Not EV","https://bugzilla.mozilla.org/show_bug.cgi?id=392024","NSS 3.12.4","Firefox 3.5","","","https://www.s-trust.de/","Germany","https://www.s-trust.de/stn-cps","https://www.s-trust.de/stn-cps","https://www.tuvit.de/fileadmin/Content/TUV_IT/zertifikate/en/6778UE_s.pdf","","","TÜViT - TÜV Informationstechnik GmbH","ETSI TS 102 042","2017.05.31"
"Dhimyotis / Certigna","Dhimyotis","","Certigna","00fedce3010fc948ff","E3:B6:A2:DB:2E:D7:CE:48:84:2F:7A:C5:32:41:C7:B7:1D:54:14:4B:FB:40:C1:1F:3F:1D:0B:42:F5:EE:A1:2D","7F:F0:20:51:8E:D3:58:52:57:B8:6D:E3:56:AB:4C:08:73:AA:C3:2A:AC:1F:B7:4B:A3:B8:1B:DF:00:EA:59:3A","2007 Jun 29","2027 Jun 29","RSA 2048 bits","sha1WithRSAEncryption","Websites;Email","Not EV","https://bugzilla.mozilla.org/show_bug.cgi?id=393166","NSS 3.12.4","Firefox 3.5","","","http://www.certigna.fr/","France, Europe","http://politique.certigna.fr/PCcertignaservicesca.pdf","http://politique.certigna.fr/PCcertignarootca.pdf","https://bugzilla.mozilla.org/attachment.cgi?id=8836773","https://bugzilla.mozilla.org/attachment.cgi?id=8836773","","LSTI","ETSI EN 319 411","2017.02.03"
"DigiCert","Baltimore","CyberTrust","Baltimore CyberTrust Root","020000b9","16:AF:57:A9:F6:76:B0:AB:12:60:95:AA:5E:BA:DE:F2:2A:B3:11:19:D6:44:AC:95:CD:4B:93:DB:F3:F2:6A:EB","97:3A:32:1C:E7:AB:6C:D2:A8:68:1E:F8:BD:4F:17:96:8E:E8:39:08:40:C2:AF:7B:52:95:45:C5:B2:A2:8D:7D","2000 May 12","2025 May 12","RSA 2048 bits","sha1WithRSAEncryption","Websites;Email","Not EV","https://bugzilla.mozilla.org/show_bug.cgi?id=430698","","Firefox 1","https://baltimore-cybertrust-root.chain-demos.digicert.com","","http://www.digicert.com/","USA, Global","https://www.digicert.com/CPS","https://www.digicert.com/CPS","https://cert.webtrust.org/SealFile?seal=2228&file=pdf","https://cert.webtrust.org/SealFile?seal=2229&file=pdf","","Scott S. Perry CPA, PLLC","WebTrust","2017.04.13"
"DigiCert","Cybertrust, Inc","","Cybertrust Global Root","0400000000010f85aa2d48","96:0A:DF:00:63:E9:63:56:75:0C:29:65:DD:0A:08:67:DA:0B:9C:BD:6E:77:71:4A:EA:FB:23:49:AB:39:3D:A3","38:09:F4:A8:D0:37:A3:47:5C:AB:02:13:DE:94:55:1E:1B:98:79:FA:DB:9D:42:84:50:76:B8:1C:37:2D:4E:82","2006 Dec 15","2021 Dec 15","RSA 2048 bits","sha1WithRSAEncryption","Websites","1.3.6.1.4.1.6334.1.100.1","https://bugzilla.mozilla.org/show_bug.cgi?id=430700","NSS 3.12.4","Firefox 3.5","","","http://www.digicert.com/","USA, Global","https://www.digicert.com/CPS","https://www.digicert.com/CPS","https://cert.webtrust.org/SealFile?seal=2228&file=pdf","https://cert.webtrust.org/SealFile?seal=2229&file=pdf","https://cert.webtrust.org/SealFile?seal=2230&file=pdf","Scott S. Perry CPA, PLLC","WebTrust","2017.04.13"
"DigiCert","DigiCert Inc","www.digicert.com","DigiCert Assured ID Root CA","0ce7e0e517d846fe8fe560fc1bf03039","3E:90:99:B5:01:5E:8F:48:6C:00:BC:EA:9D:11:1E:E7:21:FA:BA:35:5A:89:BC:F1:DF:69:56:1E:3D:C6:32:5C","8B:09:F7:12:54:C1:FD:E2:09:B2:44:24:97:40:AA:7F:5E:24:24:60:8A:AF:72:6C:6B:B1:63:B6:23:05:2E:3E","2006 Nov 10","2031 Nov 10","RSA 2048 bits","sha1WithRSAEncryption","Websites;Email","Not EV","https://bugzilla.mozilla.org/show_bug.cgi?id=364568","NSS 3.11.8","Firefox 2","https://assured-id-root-ca.chain-demos.digicert.com","","http://www.digicert.com/","USA, Global","https://www.digicert.com/CPS","https://www.digicert.com/CPS","https://cert.webtrust.org/SealFile?seal=2228&file=pdf","https://cert.webtrust.org/SealFile?seal=2229&file=pdf","https://cert.webtrust.org/SealFile?seal=2230&file=pdf","Scott S. Perry CPA, PLLC","WebTrust","2017.04.13"
"DigiCert","DigiCert Inc","www.digicert.com","DigiCert Assured ID Root G2","0b931c3ad63967ea6723bfc3af9af44b","7D:05:EB:B6:82:33:9F:8C:94:51:EE:09:4E:EB:FE:FA:79:53:A1:14:ED:B2:F4:49:49:45:2F:AB:7D:2F:C1:85","99:95:A1:B0:AD:7A:C1:C1:D9:B2:90:59:39:B8:F4:D6:29:57:62:D7:1D:53:49:B8:2F:4A:AF:52:0F:4C:B3:E5","2013 Aug 01","2038 Jan 15","RSA 2048 bits","sha256WithRSAEncryption","Websites;Email","2.16.840.1.114412.2.1","https://bugzilla.mozilla.org/show_bug.cgi?id=908827","NSS 3.16.3","Firefox 32","https://assured-id-root-g2.chain-demos.digicert.com","","http://www.digicert.com/","USA, Global","https://www.digicert.com/CPS","https://www.digicert.com/CPS","https://cert.webtrust.org/SealFile?seal=2228&file=pdf","https://cert.webtrust.org/SealFile?seal=2229&file=pdf","https://cert.webtrust.org/SealFile?seal=2230&file=pdf","Scott S. Perry CPA, PLLC","WebTrust","2017.04.13"
"DigiCert","DigiCert Inc","www.digicert.com","DigiCert Assured ID Root G3","0ba15afa1ddfa0b54944afcd24a06cec","7E:37:CB:8B:4C:47:09:0C:AB:36:55:1B:A6:F4:5D:B8:40:68:0F:BA:16:6A:95:2D:B1:00:71:7F:43:05:3F:C2","D8:21:75:08:C8:20:91:58:A4:F8:A9:4E:9B:F0:C2:2F:92:D8:D9:2A:9A:69:28:68:AF:7E:94:92:93:75:47:94","2013 Aug 01","2038 Jan 15","EC secp384r1","ecdsaWithSHA384","Websites;Email","2.16.840.1.114412.2.1","https://bugzilla.mozilla.org/show_bug.cgi?id=908827","NSS 3.16.3","Firefox 32","https://assured-id-root-g3.chain-demos.digicert.com","","http://www.digicert.com/","USA, Global","https://www.digicert.com/CPS","https://www.digicert.com/CPS","https://cert.webtrust.org/SealFile?seal=2228&file=pdf","https://cert.webtrust.org/SealFile?seal=2229&file=pdf","https://cert.webtrust.org/SealFile?seal=2230&file=pdf","Scott S. Perry CPA, PLLC","WebTrust","2017.04.13"
"DigiCert","DigiCert Inc","www.digicert.com","DigiCert Global Root CA","083be056904246b1a1756ac95991c74a","43:48:A0:E9:44:4C:78:CB:26:5E:05:8D:5E:89:44:B4:D8:4F:96:62:BD:26:DB:25:7F:89:34:A4:43:C7:01:61","E3:A0:2D:D6:92:28:83:C2:1C:C8:10:B4:12:52:3E:4D:A4:A2:64:31:F9:20:4A:09:02:01:31:21:20:31:28:51","2006 Nov 10","2031 Nov 10","RSA 2048 bits","sha1WithRSAEncryption","Websites;Email","Not EV","https://bugzilla.mozilla.org/show_bug.cgi?id=364568","NSS 3.11.8","Firefox 2","https://global-root-ca.chain-demos.digicert.com","","http://www.digicert.com/","USA, Global","https://www.digicert.com/wp-content/uploads/2017/11/DigiCert_CP_v413.pdf","https://www.digicert.com/wp-content/uploads/2017/11/DigiCert_CPS_v413.pdf","https://bugzilla.mozilla.org/attachment.cgi?id=8941661","https://bugzilla.mozilla.org/attachment.cgi?id=8941663","https://bugzilla.mozilla.org/attachment.cgi?id=8941664","Scott S. Perry CPA, PLLC","WebTrust","2018.01.04"
"DigiCert","DigiCert Inc","www.digicert.com","DigiCert Global Root G2","033af1e6a711a9a0bb2864b11d09fae5","CB:3C:CB:B7:60:31:E5:E0:13:8F:8D:D3:9A:23:F9:DE:47:FF:C3:5E:43:C1:14:4C:EA:27:D4:6A:5A:B1:CB:5F","59:FF:C3:6A:1E:03:C7:E8:6D:D4:44:D1:E9:05:58:E9:F5:47:F0:D7:EC:2F:03:6B:92:F8:1E:20:8E:14:C3:2C","2013 Aug 01","2038 Jan 15","RSA 2048 bits","sha256WithRSAEncryption","Websites;Email","2.16.840.1.114412.2.1","https://bugzilla.mozilla.org/show_bug.cgi?id=908827","NSS 3.16.3","Firefox 32","https://global-root-g2.chain-demos.digicert.com/","","http://www.digicert.com/","USA, Global","https://www.digicert.com/wp-content/uploads/2017/11/DigiCert_CP_v413.pdf","https://www.digicert.com/wp-content/uploads/2017/11/DigiCert_CPS_v413.pdf","https://bugzilla.mozilla.org/attachment.cgi?id=8941661","https://bugzilla.mozilla.org/attachment.cgi?id=8941663","https://bugzilla.mozilla.org/attachment.cgi?id=8941664","Scott S. Perry CPA, PLLC","WebTrust","2018.01.04"
"DigiCert","DigiCert Inc","www.digicert.com","DigiCert Global Root G3","055556bcf25ea43535c3a40fd5ab4572","31:AD:66:48:F8:10:41:38:C7:38:F3:9E:A4:32:01:33:39:3E:3A:18:CC:02:29:6E:F9:7C:2A:C9:EF:67:31:D0","F0:F8:AD:BB:0A:61:6D:89:53:8F:FE:80:B1:A5:9B:2D:DA:5E:D6:15:CD:A1:00:1A:2A:1B:9E:17:38:06:6E:33","2013 Aug 01","2038 Jan 15","EC secp384r1","ecdsaWithSHA384","Websites;Email","2.16.840.1.114412.2.1","https://bugzilla.mozilla.org/show_bug.cgi?id=908827","NSS 3.16.3","Firefox 32","https://global-root-g3.chain-demos.digicert.com","","http://www.digicert.com/","USA, Global","https://www.digicert.com/wp-content/uploads/2017/11/DigiCert_CP_v413.pdf","https://www.digicert.com/wp-content/uploads/2017/11/DigiCert_CPS_v413.pdf","https://bugzilla.mozilla.org/attachment.cgi?id=8941661","https://bugzilla.mozilla.org/attachment.cgi?id=8941663","https://bugzilla.mozilla.org/attachment.cgi?id=8941664","Scott S. Perry CPA, PLLC","WebTrust","2018.01.04"
"DigiCert","DigiCert Inc","www.digicert.com","DigiCert High Assurance EV Root CA","02ac5c266a0b409b8f0b79f2ae462577","74:31:E5:F4:C3:C1:CE:46:90:77:4F:0B:61:E0:54:40:88:3B:A9:A0:1E:D0:0B:A6:AB:D7:80:6E:D3:B1:18:CF","06:5D:43:F4:C8:1B:18:BE:69:89:43:5A:EA:98:14:49:38:DB:89:6D:C9:EB:65:73:BF:21:9C:DE:C2:AF:6D:80","2006 Nov 10","2031 Nov 10","RSA 2048 bits","sha1WithRSAEncryption","Websites;Email","2.16.840.1.114412.2.1","https://bugzilla.mozilla.org/show_bug.cgi?id=364568","NSS 3.11.8","Firefox 2","https://ev-root.chain-demos.digicert.com/","","http://www.digicert.com/","USA, Global","https://www.digicert.com/CPS","https://www.digicert.com/CPS","https://cert.webtrust.org/SealFile?seal=2228&file=pdf","https://cert.webtrust.org/SealFile?seal=2229&file=pdf","https://cert.webtrust.org/SealFile?seal=2230&file=pdf","Scott S. Perry CPA, PLLC","WebTrust","2017.04.13"
"DigiCert","DigiCert Inc","www.digicert.com","DigiCert Trusted Root G4","059b1b579e8e2132e23907bda777755c","55:2F:7B:DC:F1:A7:AF:9E:6C:E6:72:01:7F:4F:12:AB:F7:72:40:C7:8E:76:1A:C2:03:D1:D9:D2:0A:C8:99:88","1F:32:7B:EA:C7:23:43:18:96:AE:A2:9C:15:6B:B0:57:A2:70:57:DA:17:28:C7:17:31:DA:D5:2D:22:00:EE:69","2013 Aug 01","2038 Jan 15","RSA 4096 bits","sha384WithRSAEncryption","Websites;Email","2.16.840.1.114412.2.1","https://bugzilla.mozilla.org/show_bug.cgi?id=908827","NSS 3.16.3","Firefox 32","https://trusted-root-g4.chain-demos.digicert.com/","","http://www.digicert.com/","USA, Global","https://www.digicert.com/CPS","https://www.digicert.com/CPS","https://cert.webtrust.org/SealFile?seal=2228&file=pdf","https://cert.webtrust.org/SealFile?seal=2229&file=pdf","https://cert.webtrust.org/SealFile?seal=2230&file=pdf","Scott S. Perry CPA, PLLC","WebTrust","2017.04.13"
